timestamp,price
2024-01-01 00:00:00+00:00,8.337
2024-01-01 00:30:00+00:00,12.012
2024-01-01 01:00:00+00:00,16.128
2024-01-01 01:30:00+00:00,8.106
2024-01-01 02:00:00+00:00,7.203
2024-01-01 02:30:00+00:00,4.62
2024-01-01 03:00:00+00:00,5.733
2024-01-01 03:30:00+00:00,2.583
2024-01-01 04:00:00+00:00,2.541
2024-01-01 04:30:00+00:00,-2.6775
2024-01-01 05:00:00+00:00,2.31
2024-01-01 05:30:00+00:00,0.231
2024-01-01 06:00:00+00:00,0.231
2024-01-01 06:30:00+00:00,2.079
2024-01-01 07:00:00+00:00,5.775
2024-01-01 07:30:00+00:00,6.657
2024-01-01 08:00:00+00:00,6.468
2024-01-01 08:30:00+00:00,12.012
2024-01-01 09:00:00+00:00,11.088
2024-01-01 09:30:00+00:00,15.708
2024-01-01 10:00:00+00:00,11.088
2024-01-01 10:30:00+00:00,13.86
2024-01-01 11:00:00+00:00,16.401
2024-01-01 11:30:00+00:00,16.443
2024-01-01 12:00:00+00:00,12.705
2024-01-01 12:30:00+00:00,14.322
2024-01-01 13:00:00+00:00,17.3985
2024-01-01 13:30:00+00:00,18.48
2024-01-01 14:00:00+00:00,15.897
2024-01-01 14:30:00+00:00,17.094
2024-01-01 15:00:00+00:00,13.86
2024-01-01 15:30:00+00:00,18.48
2024-01-01 16:00:00+00:00,32.193
2024-01-01 16:30:00+00:00,34.776
2024-01-01 17:00:00+00:00,34.776
2024-01-01 17:30:00+00:00,32.466
2024-01-01 18:00:00+00:00,32.928
2024-01-01 18:30:00+00:00,26.7855
2024-01-01 19:00:00+00:00,16.632
2024-01-01 19:30:00+00:00,10.878
2024-01-01 20:00:00+00:00,12.012
2024-01-01 20:30:00+00:00,13.86
2024-01-01 21:00:00+00:00,16.632
2024-01-01 21:30:00+00:00,10.584
2024-01-01 22:00:00+00:00,11.823
2024-01-01 22:30:00+00:00,2.2155
2024-01-01 23:00:00+00:00,3.3285
2024-01-01 23:30:00+00:00,1.617
2024-01-02 00:00:00+00:00,-2.121
2024-01-02 00:30:00+00:00,4.5255
2024-01-02 01:00:00+00:00,1.617
2024-01-02 01:30:00+00:00,-1.596
2024-01-02 02:00:00+00:00,2.6355
2024-01-02 02:30:00+00:00,0.924
2024-01-02 03:00:00+00:00,2.793
2024-01-02 03:30:00+00:00,-0.5775
2024-01-02 04:00:00+00:00,3.465
2024-01-02 04:30:00+00:00,4.389
2024-01-02 05:00:00+00:00,1.155
2024-01-02 05:30:00+00:00,6.468
2024-01-02 06:00:00+00:00,8.085
2024-01-02 06:30:00+00:00,14.553
2024-01-02 07:00:00+00:00,12.705
2024-01-02 07:30:00+00:00,16.9995
2024-01-02 08:00:00+00:00,14.784
2024-01-02 08:30:00+00:00,19.635
2024-01-02 09:00:00+00:00,19.131
