timestamp,kwh
2024-01-01 00:00:00+00:00,0.262345867
2024-01-01 00:30:00+00:00,0.258480104
2024-01-01 01:00:00+00:00,0.487025385
2024-01-01 01:30:00+00:00,0.453674075
2024-01-01 02:00:00+00:00,0.918443813
2024-01-01 02:30:00+00:00,0.900574574
2024-01-01 03:00:00+00:00,0.218462794
2024-01-01 03:30:00+00:00,0.250879602
2024-01-01 04:00:00+00:00,0.239912366
2024-01-01 04:30:00+00:00,0.298017894
2024-01-01 05:00:00+00:00,0.315327767
2024-01-01 05:30:00+00:00,0.286569489
2024-01-01 06:00:00+00:00,0.2594021
2024-01-01 06:30:00+00:00,0.259297034
2024-01-01 07:00:00+00:00,0.268150851
2024-01-01 07:30:00+00:00,0.213876967
2024-01-01 08:00:00+00:00,0.231150305
2024-01-01 08:30:00+00:00,0.228866423
2024-01-01 09:00:00+00:00,0.233914997
2024-01-01 09:30:00+00:00,0.220580567
2024-01-01 10:00:00+00:00,0.217891523
2024-01-01 10:30:00+00:00,0.256777342
2024-01-01 11:00:00+00:00,0.235181427
2024-01-01 11:30:00+00:00,0.218004386
2024-01-01 12:00:00+00:00,0.216324612
2024-01-01 12:30:00+00:00,0.234781261
2024-01-01 13:00:00+00:00,0.230821333
2024-01-01 13:30:00+00:00,0.204548002
2024-01-01 14:00:00+00:00,0.266557331
2024-01-01 14:30:00+00:00,0.225862055
2024-01-01 15:00:00+00:00,0.226947021
2024-01-01 15:30:00+00:00,0.235682145
2024-01-01 16:00:00+00:00,0.210610527
2024-01-01 16:30:00+00:00,0.214290701
2024-01-01 17:00:00+00:00,0.200681936
2024-01-01 17:30:00+00:00,0.215993317
2024-01-01 18:00:00+00:00,0.55441296
2024-01-01 18:30:00+00:00,0.541588103
2024-01-01 19:00:00+00:00,0.551264211
2024-01-01 19:30:00+00:00,0.532097126
2024-01-01 20:00:00+00:00,0.434853067
2024-01-01 20:30:00+00:00,0.414659296
2024-01-01 21:00:00+00:00,0.240469682
2024-01-01 21:30:00+00:00,0.264022485
2024-01-01 22:00:00+00:00,0.232821126
2024-01-01 22:30:00+00:00,0.242791808
2024-01-01 23:00:00+00:00,0.238015768
2024-01-01 23:30:00+00:00,0.26138261
2024-01-02 00:00:00+00:00,0.246642957
2024-01-02 00:30:00+00:00,0.251870074
2024-01-02 01:00:00+00:00,0.449021282
2024-01-02 01:30:00+00:00,0.479699428
2024-01-02 02:00:00+00:00,0.958836752
