timestamp,price
2020-01-01 00:00:00+00:00,9.933
2020-01-01 00:30:00+00:00,10.437
2020-01-01 01:00:00+00:00,10.164
2020-01-01 01:30:00+00:00,9.3555
2020-01-01 02:00:00+00:00,9.009
2020-01-01 02:30:00+00:00,7.392
2020-01-01 03:00:00+00:00,8.4735
2020-01-01 03:30:00+00:00,6.468
2020-01-01 04:00:00+00:00,7.4865
2020-01-01 04:30:00+00:00,6.5625
2020-01-01 05:00:00+00:00,7.161
2020-01-01 05:30:00+00:00,7.161
2020-01-01 06:00:00+00:00,6.93
2020-01-01 06:30:00+00:00,7.434
2020-01-01 07:00:00+00:00,6.468
2020-01-01 07:30:00+00:00,6.93
2020-01-01 08:00:00+00:00,6.237
2020-01-01 08:30:00+00:00,7.854
2020-01-01 09:00:00+00:00,8.085
2020-01-01 09:30:00+00:00,9.1455
2020-01-01 10:00:00+00:00,9.8385
2020-01-01 10:30:00+00:00,10.164
2020-01-01 11:00:00+00:00,10.2795
2020-01-01 11:30:00+00:00,10.857
2020-01-01 12:00:00+00:00,9.702
2020-01-01 12:30:00+00:00,9.723
2020-01-01 13:00:00+00:00,9.702
2020-01-01 13:30:00+00:00,9.3555
2020-01-01 14:00:00+00:00,9.471
2020-01-01 14:30:00+00:00,8.778
2020-01-01 15:00:00+00:00,8.043
2020-01-01 15:30:00+00:00,9.1455
2020-01-01 16:00:00+00:00,22.764
2020-01-01 16:30:00+00:00,25.578
2020-01-01 17:00:00+00:00,25.1685
2020-01-01 17:30:00+00:00,24.2865
2020-01-01 18:00:00+00:00,22.995
2020-01-01 18:30:00+00:00,21.609
2020-01-01 19:00:00+00:00,9.009
2020-01-01 19:30:00+00:00,9.009
2020-01-01 20:00:00+00:00,8.778
2020-01-01 20:30:00+00:00,6.93
2020-01-01 21:00:00+00:00,8.778
2020-01-01 21:30:00+00:00,7.161
2020-01-01 22:00:00+00:00,7.854
2020-01-01 22:30:00+00:00,5.544
2020-01-01 23:00:00+00:00,8.274
2020-01-01 23:30:00+00:00,5.817
2020-01-02 00:00:00+00:00,5.355
2020-01-02 00:30:00+00:00,7.392
2020-01-02 01:00:00+00:00,8.316
2020-01-02 01:30:00+00:00,6.468
2020-01-02 02:00:00+00:00,6.699
2020-01-02 02:30:00+00:00,6.006
2020-01-02 03:00:00+00:00,6.489
2020-01-02 03:30:00+00:00,6.006
2020-01-02 04:00:00+00:00,6.258
2020-01-02 04:30:00+00:00,6.006
2020-01-02 05:00:00+00:00,6.93
2020-01-02 05:30:00+00:00,7.896
2020-01-02 06:00:00+00:00,6.7725
2020-01-02 06:30:00+00:00,8.967
2020-01-02 07:00:00+00:00,8.6205
2020-01-02 07:30:00+00:00,9.471
2020-01-02 08:00:00+00:00,8.085
2020-01-02 08:30:00+00:00,9.891
2020-01-02 09:00:00+00:00,9.282
2020-01-02 09:30:00+00:00,9.8595
2020-01-02 10:00:00+00:00,9.8385
2020-01-02 10:30:00+00:00,9.891
2020-01-02 11:00:00+00:00,9.702
2020-01-02 11:30:00+00:00,9.891
2020-01-02 12:00:00+00:00,9.702
2020-01-02 12:30:00+00:00,9.702
2020-01-02 13:00:00+00:00,9.6075
2020-01-02 13:30:00+00:00,9.6285
2020-01-02 14:00:00+00:00,9.492
2020-01-02 14:30:00+00:00,9.471
2020-01-02 15:00:00+00:00,8.085
2020-01-02 15:30:00+00:00,9.933
2020-01-02 16:00:00+00:00,21.378
2020-01-02 16:30:00+00:00,23.688
2020-01-02 17:00:00+00:00,23.688
2020-01-02 17:30:00+00:00,23.688
2020-01-02 18:00:00+00:00,22.764
2020-01-02 18:30:00+00:00,20.685
2020-01-02 19:00:00+00:00,8.778
2020-01-02 19:30:00+00:00,8.6205
2020-01-02 20:00:00+00:00,8.778
2020-01-02 20:30:00+00:00,7.392
2020-01-02 21:00:00+00:00,8.085
2020-01-02 21:30:00+00:00,6.93
2020-01-02 22:00:00+00:00,6.93
2020-01-02 22:30:00+00:00,6.93
2020-01-02 23:00:00+00:00,6.93
2020-01-02 23:30:00+00:00,6.237
2020-01-03 00:00:00+00:00,5.292
2020-01-03 00:30:00+00:00,8.085
2020-01-03 01:00:00+00:00,5.544
2020-01-03 01:30:00+00:00,4.62
2020-01-03 02:00:00+00:00,4.62
2020-01-03 02:30:00+00:00,4.2
2020-01-03 03:00:00+00:00,4.62
2020-01-03 03:30:00+00:00,3.465
2020-01-03 04:00:00+00:00,5.082
2020-01-03 04:30:00+00:00,4.3155
2020-01-03 05:00:00+00:00,4.851
2020-01-03 05:30:00+00:00,7.0245
2020-01-03 06:00:00+00:00,7.4865
2020-01-03 06:30:00+00:00,8.064
2020-01-03 07:00:00+00:00,8.547
2020-01-03 07:30:00+00:00,8.547
2020-01-03 08:00:00+00:00,8.778
2020-01-03 08:30:00+00:00,9.009
2020-01-03 09:00:00+00:00,9.702
2020-01-03 09:30:00+00:00,9.702
2020-01-03 10:00:00+00:00,10.0275
2020-01-03 10:30:00+00:00,9.3555
2020-01-03 11:00:00+00:00,9.702
2020-01-03 11:30:00+00:00,9.24
2020-01-03 12:00:00+00:00,8.9355
2020-01-03 12:30:00+00:00,8.085
2020-01-03 13:00:00+00:00,7.875
2020-01-03 13:30:00+00:00,7.875
2020-01-03 14:00:00+00:00,7.4655
2020-01-03 14:30:00+00:00,7.371
2020-01-03 15:00:00+00:00,7.812
2020-01-03 15:30:00+00:00,7.854
2020-01-03 16:00:00+00:00,20.916
2020-01-03 16:30:00+00:00,23.457
2020-01-03 17:00:00+00:00,22.554
2020-01-03 17:30:00+00:00,22.8795
2020-01-03 18:00:00+00:00,21.9555
2020-01-03 18:30:00+00:00,20.916
2020-01-03 19:00:00+00:00,8.4315
2020-01-03 19:30:00+00:00,8.085
2020-01-03 20:00:00+00:00,8.1795
2020-01-03 20:30:00+00:00,7.392
2020-01-03 21:00:00+00:00,8.9145
2020-01-03 21:30:00+00:00,7.854
2020-01-03 22:00:00+00:00,7.854
2020-01-03 22:30:00+00:00,6.237
2020-01-03 23:00:00+00:00,6.5835
2020-01-03 23:30:00+00:00,6.468
2020-01-04 00:00:00+00:00,5.1765
2020-01-04 00:30:00+00:00,6.93
2020-01-04 01:00:00+00:00,7.161
2020-01-04 01:30:00+00:00,4.914
2020-01-04 02:00:00+00:00,5.313
2020-01-04 02:30:00+00:00,4.9245
2020-01-04 03:00:00+00:00,5.523
2020-01-04 03:30:00+00:00,5.061
2020-01-04 04:00:00+00:00,5.103
2020-01-04 04:30:00+00:00,5.082
2020-01-04 05:00:00+00:00,5.082
2020-01-04 05:30:00+00:00,6.237
2020-01-04 06:00:00+00:00,4.2
2020-01-04 06:30:00+00:00,5.082
2020-01-04 07:00:00+00:00,4.83
2020-01-04 07:30:00+00:00,6.5835
2020-01-04 08:00:00+00:00,6.93
2020-01-04 08:30:00+00:00,8.085
2020-01-04 09:00:00+00:00,7.854
2020-01-04 09:30:00+00:00,7.854
2020-01-04 10:00:00+00:00,7.854
2020-01-04 10:30:00+00:00,7.854
2020-01-04 11:00:00+00:00,8.778
2020-01-04 11:30:00+00:00,8.778
2020-01-04 12:00:00+00:00,8.778
2020-01-04 12:30:00+00:00,8.2215
2020-01-04 13:00:00+00:00,8.778
2020-01-04 13:30:00+00:00,8.799
2020-01-04 14:00:00+00:00,8.6835
2020-01-04 14:30:00+00:00,8.1795
2020-01-04 15:00:00+00:00,7.854
2020-01-04 15:30:00+00:00,7.812
2020-01-04 16:00:00+00:00,21.9345
2020-01-04 16:30:00+00:00,24.2445
2020-01-04 17:00:00+00:00,25.914
2020-01-04 17:30:00+00:00,25.956
2020-01-04 18:00:00+00:00,24.612
2020-01-04 18:30:00+00:00,23.037
2020-01-04 19:00:00+00:00,10.878
2020-01-04 19:30:00+00:00,9.702
2020-01-04 20:00:00+00:00,8.4735
2020-01-04 20:30:00+00:00,7.9695
2020-01-04 21:00:00+00:00,9.24
2020-01-04 21:30:00+00:00,7.9905
