timestamp,price
2023-01-01 00:00:00+00:00,4.62
2023-01-01 00:30:00+00:00,14.574
2023-01-01 01:00:00+00:00,16.17
2023-01-01 01:30:00+00:00,1.155
2023-01-01 02:00:00+00:00,7.0245
2023-01-01 02:30:00+00:00,1.407
2023-01-01 03:00:00+00:00,2.1945
2023-01-01 03:30:00+00:00,-5.355
2023-01-01 04:00:00+00:00,1.155
2023-01-01 04:30:00+00:00,-3.465
2023-01-01 05:00:00+00:00,-1.0395
2023-01-01 05:30:00+00:00,-0.7875
2023-01-01 06:00:00+00:00,-0.924
2023-01-01 06:30:00+00:00,1.155
2023-01-01 07:00:00+00:00,0.5985
2023-01-01 07:30:00+00:00,9.24
2023-01-01 08:00:00+00:00,4.431
2023-01-01 08:30:00+00:00,17.556
2023-01-01 09:00:00+00:00,16.3065
2023-01-01 09:30:00+00:00,32.613
2023-01-01 10:00:00+00:00,33.495
2023-01-01 10:30:00+00:00,35.314335
2023-01-01 11:00:00+00:00,31.92
2023-01-01 11:30:00+00:00,35.314335
2023-01-01 12:00:00+00:00,35.091
2023-01-01 12:30:00+00:00,35.314335
2023-01-01 13:00:00+00:00,35.314335
2023-01-01 13:30:00+00:00,35.314335
2023-01-01 14:00:00+00:00,35.314335
2023-01-01 14:30:00+00:00,34.5345
2023-01-01 15:00:00+00:00,31.4685
2023-01-01 15:30:00+00:00,32.781
2023-01-01 16:00:00+00:00,35.314335
2023-01-01 16:30:00+00:00,35.314335
2023-01-01 17:00:00+00:00,35.314335
2023-01-01 17:30:00+00:00,35.314335
2023-01-01 18:00:00+00:00,35.314335
2023-01-01 18:30:00+00:00,35.314335
2023-01-01 19:00:00+00:00,35.314335
2023-01-01 19:30:00+00:00,35.314335
2023-01-01 20:00:00+00:00,35.314335
2023-01-01 20:30:00+00:00,34.188
2023-01-01 21:00:00+00:00,35.314335
2023-01-01 21:30:00+00:00,35.314335
2023-01-01 22:00:00+00:00,35.314335
2023-01-01 22:30:00+00:00,34.7445
2023-01-01 23:00:00+00:00,35.314335
2023-01-01 23:30:00+00:00,34.188
2023-01-02 00:00:00+00:00,33.8205
2023-01-02 00:30:00+00:00,35.314335
2023-01-02 01:00:00+00:00,35.314335
2023-01-02 01:30:00+00:00,35.314335
2023-01-02 02:00:00+00:00,35.314335
2023-01-02 02:30:00+00:00,35.314335
2023-01-02 03:00:00+00:00,33.957
2023-01-02 03:30:00+00:00,32.382
2023-01-02 04:00:00+00:00,30.03
